"Institution","Transfer Subject","Transfer Course #","Transfer Course Title","Term","Marist Subject","Marist Course #","Marist Course Title","Status","Group"
"DUTCHESS COMMUNITY COLLEGE","PED","116","HATHA YOGA","199340","PHED","147N","HATHA YOGA","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","116","HATHA YOGA","201340","PHED","147N","HATHA YOGA","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","120","PHYS ED ELECTIVE","199020","PHED","805N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","121","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","121L","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","122","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","123","HANDBALL/RACQUETB","197520","PHED","133N","HANDBALL/RACQUETB","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","124","TENNIS","197520","PHED","127N","TENNIS","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","125","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","126","PHYS ED ELECTIVE","199020","PHED","805N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","127","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","128","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","129","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","130","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","131","GOLF","197520","PHED","120N","GOLF","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","132","SOCCER","197520","PHED","130N","SOCCER","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","134","PRINCIPLES OF ATHLETICS","201520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","138","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","140","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","141","INTRO TO DANCE","199120","PHED","106N","INTRO TO DANCE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","142","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","143","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","144","MODERN DANCE I","197520","PHED","128N","MODERN DANCE I","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","145","PHYS ED ELECTIVE","199020","PHED","805N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","146","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","147","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","162","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","170","SKIING","197520","PHED","138N","SKIING","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","171","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","180","BEG SWIM/NONSWIM","197520","PHED","139N","BEG SWIM/NONSWIM","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","181","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","190","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","191","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","192","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","193","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","196","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","197","PHYS ED ELECTIVE","199020","PHED","805N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","199","PHYS ED ELECTIVE","199020","PHED","805N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","201","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","202","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","205","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","221","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","223","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","224","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","246","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","247","PHYS ED ELECTIVE","199020","PHED","805N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","271","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","299","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","904","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PED","906","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PFA","100","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHED","0803N","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHED","101","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHED","102","PHYS ED ELEVTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHED","801","PHYS ED ELECTIVE","197520","PHED","801L","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHED","801N","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHED","802N","PHYS ED ELECTIVE","197520","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","100","PHILOSPHY COURSE","197520","PHIL","901L","PHILOSPHY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","105","PHILOSOPHY COURSE","197520","PHIL","901L","PHILOSPHY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","107","INTRO TO LOGIC","197520","PHIL","203L","INTRO TO LOGIC","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","201","PHILOSOPHY COURSE","201340","PHIL","101L","PHILOSOPHICAL PERSPECTIVES","IN",""
"DUTCHESS COMMUNITY COLLEGE","PHI","201","PHILOSOPHY COURSE","197520","PHIL","901L","PHILOSPHY COURSE","IN",""
"DUTCHESS COMMUNITY COLLEGE","PHI","201","PHILOSOPHY: PRIMARY ISSUES","197520","PHIL","901L","PHILOSPHY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","201","PHILOSOPHY: PRIMARY ISSUES","201340","PHIL","101L","PHILOSOPHICAL PERSPECTIVES","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","202","PHILOSPHY COURSE","197520","PHIL","901L","PHILOSPHY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","203","WORLD RELIGIONS","199120","REST","209L","WORLD RELIGIONS","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","204","WORLD VIEW VALUES","197520","PHIL","103L","WORLD VIEW VALUES","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","205","Ethical Theory","199340","PHIL","300L","ETHICS","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","205","ETHICS","201440","PHIL","200L","ETHICS","IN",""
"DUTCHESS COMMUNITY COLLEGE","PHI","205","ETHICS","199340","PHIL","300L","ETHICS","IN",""
"DUTCHESS COMMUNITY COLLEGE","PHI","205","Ethical Theory","201440","PHIL","200L","ETHICS","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","207","INTRO TO LOGIC","197520","PHIL","203L","INTRO TO LOGIC","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","903","PHILOSOPHY COURSE","197520","PHIL","901L","PHILOSPHY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHI","904","PHILOSPHY COURSE","197520","PHIL","901L","PHILOSPHY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHIL","203","WORLD RELIGIONS","199120","REST","209L","WORLD RELIGIONS","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","101","SCIENCE COURSE","197520","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","102","SCIENCE COURSE","197520","SCI","902L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","103","INTRO ENVIRON ISS","197520","ENSC","101L","INTRO ENVIRON ISS","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","105","SCIENCE COURSE","197520","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","107","SCIENCE COURSE","199440","SCI","900L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","111","WEATHER AND CLIMATE","201220","ENSC","901L","ENV SCI COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","111","WEATHER AND CLIMATE","201220","ENSC","211L","WEATHER AND CLIMATE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","111","WEATHER AND CLIMATE","199740","ENSC","211L","WEATHER AND CLIMATE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","111","WEATHER AND CLIMATE","199740","ENSC","211L","WEATHER AND CLIMATE","IN",""
"DUTCHESS COMMUNITY COLLEGE","PHS","111","WEATHER AND CLIMATE","201220","ENSC","211L","WEATHER AND CLIMATE","IN",""
"DUTCHESS COMMUNITY COLLEGE","PHS","111","WEATHER AND CLIMATE","201220","ENSC","901L","ENV SCI COURSE","IN",""
"DUTCHESS COMMUNITY COLLEGE","PHS","111L","SCIENCE COURSE","197520","SCI","902L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","112","SCIENCE COURSE","197520","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","114","INTRO CHEMISTRY","197520","CHEM","101L","INTRO CHEMISTRY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","115","Fundamentals of Electricity","201440","PHYS","801L","PHYSICS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","203","WORLD RELIGIONS","199120","REST","209L","WORLD RELIGIONS","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","804","SCIENCE COURSE","197520","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","901","SCIENCE COURSE","199440","SCI","900L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","905","SCIENCE COURSE","197520","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","906","SCIENCE COURSE","197520","SCI","901L","SCIENCE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","907","CHEMISTRY ELECTIVE","197520","CHEM","801L","CHEMISTRY ELECT","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","908","SCIENCE ELECTIVE","197520","SCI","801L","SCIENCE ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHS","909","SCIENCE ELECTIVE","201220","SCI","801L","SCIENCE ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","102","PHYSICS COURSE","199020","PHYS","902L","PHYSICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","107","INTRO TO LOGIC","197520","PHIL","203L","INTRO TO LOGIC","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","121","GEN PHYSICS I+LAB","197520","PHYS","213L","GEN PHYSICS LAB I","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","121","GEN PHYSICS I+LAB","197520","PHYS","211L","GENERAL PHYSICS I","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","121L","PHYSICS ELECTIVE","197520","PHYS","213L","GEN PHYSICS LAB I","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","122","GEN PHYSICS II","197520","PHYS","214L","GEN PHYSIC LAB II","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","122","GEN PHYSICS II","197520","PHYS","212L","GEN PHYSICS II","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","122410","GEN PHYSICS II","197520","PHYS","212L","GEN PHYSICS II","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","122411","GEN PHYS LAB II","197520","PHYS","214L","GEN PHYSIC LAB II","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","122L","GEN PHYSIC LAB II","197520","PHYS","214L","GEN PHYSIC LAB II","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","123","PHYSICS COURSE","199020","PHYS","903L","PHYSICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","131","PHYSICS COURSE","197520","PHYS","901L","PHYSICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","132","PHYSICS COURSE","199020","PHYS","902L","PHYSICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","151","GENERAL PHYSICS I","197520","PHYS","211L","GENERAL PHYSICS I","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","151L","GEN PHYSICS LAB I","197520","PHYS","213L","GEN PHYSICS LAB I","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","152","GEN PHYSICS II","197520","PHYS","212L","GEN PHYSICS II","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","152L","GEN PHYSICS LAB II","197520","PHYS","214L","GEN PHYSIC LAB II","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","251","GEN PHYSICS III","200220","PHYS","221L","GEN PHYSICS III","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","903","PHYSICS ELECTIVE","197520","PHYS","801L","PHYSICS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","904","PHYSICS COURSE","197520","PHYS","901L","PHYSICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","9041","PHYSICS COURSE","197520","PHYS","901L","PHYSICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","904L","PHYSICS ELECTIVE","197520","PHYS","801L","PHYSICS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHY","905","PHYSICS COURSE","199020","PHYS","902L","PHYSICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PHYS","121","GEN PHYSICS I","197520","PHYS","211L","GENERAL PHYSICS I","AC",""
"DUTCHESS COMMUNITY COLLEGE","PLS","201","CRIM JUS ORG&ADM","199540","CRJU","301N","CRIM JUS ORG&ADM","AC",""
"DUTCHESS COMMUNITY COLLEGE","PLS","205","CRIM & SCI INVEST","197520","CRJU","206N","CRIM & SCI INVEST","AC",""
"DUTCHESS COMMUNITY COLLEGE","PLS","206","CRIM JUST COURSE","197520","CRJU","901L","CRIM JUST COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PLS","207","CRIM JUST COURSE","199020","CRJU","902L","CRIM JUST COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","POS","121","AMER NATL GOVT","197520","POSC","110L","AMER NATL GOVT","AC",""
"DUTCHESS COMMUNITY COLLEGE","POS","122","AM STATE/URBAN PO","197520","POSC","211L","AM STATE/URBAN PO","AC",""
"DUTCHESS COMMUNITY COLLEGE","POS","219","INTERNAT POLITICS","197520","POSC","273L","INTERNAT POLITICS","AC",""
"DUTCHESS COMMUNITY COLLEGE","PS","2060","PSYCHOLOGY COURSE","197520","PSYC","901L","PSYCHOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","101","INTRO PSYCHOLOGY","197520","PSYC","101L","INTRO PSYCHOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","102","SOCIAL WORK ELECTIVE","197520","SOCW","801L","SOCIAL WORK ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","102","SOCIAL WORK ELECTIVE","197520","PSYC","901L","PSYCHOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","102","SOCIAL WORK ELECTIVE","197520","SOCW","330L","SOC SERV THEO/PRA","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","102","PSYCHOLOGY COURSE","197520","SOCW","801L","SOCIAL WORK ELECTIVE","IN","8"
"DUTCHESS COMMUNITY COLLEGE","PSY","102","PSYCHOLOGY COURSE","197520","SOCW","330L","SOC SERV THEO/PRA","IN","8"
"DUTCHESS COMMUNITY COLLEGE","PSY","102","PSYCHOLOGY COURSE","197520","PSYC","901L","PSYCHOLOGY COURSE","IN","8"
"DUTCHESS COMMUNITY COLLEGE","PSY","111","INTRO PSYCHOLOGY","197520","PSYC","101L","INTRO PSYCHOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","111L","INTRO PSYCHOLOGY","197520","PSYC","101L","INTRO PSYCHOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","112","PSYCHOLOGY COURSE","197520","PSYC","901L","PSYCHOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","114","PSY OF INTERP COM","197520","PSYC","215L","PSY OF INTERP COM","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","124","PSY OF INTERP COM","197520","PSYC","215L","PSY OF INTERP COM","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","134","PSY OF INTERP COM","197520","PSYC","215L","PSY OF INTERP COM","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","201","ABNORMAL PSYCHOLOGY","197520","PSYC","202L","ABNORMAL PSYCHOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","202","SOCIAL WORK ELECTIVE","199520","SOCW","801L","SOCIAL WORK ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","202","SOCIAL WORK ELECTIVE","201340","SOCW","802L","SOCIAL WORK ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","202","SOCIAL WORK ELECTIVE","199520","SOCW","802L","SOCIAL WORK ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","202","SOC SERV THEO/PRA","199520","SOCW","801L","SOCIAL WORK ELECTIVE","IN",""
"DUTCHESS COMMUNITY COLLEGE","PSY","202","SOC SERV THEO/PRA","199520","SOCW","802L","SOCIAL WORK ELECTIVE","IN",""
"DUTCHESS COMMUNITY COLLEGE","PSY","202","SOC SERV THEO/PRA","201340","SOCW","802L","SOCIAL WORK ELECTIVE","IN",""
"DUTCHESS COMMUNITY COLLEGE","PSY","203","CHILD DEVELOPMENT","197520","PSYC","317L","CHILD DEVELOPMENT","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","203","CHILD DEVELOPMENT","197520","SOCW","345L","HUM BEH-SOC ENV","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","204","PSYC OF THE ADOLSCT","200220","PSYC","318L","PSYC OF THE ADOLSCT","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","205","SOCIAL PSYCHOLOGY","197520","PSYC","220L","SOCIAL PSYCHOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","206","SOCIAL PSYCHOLOGY","197520","PSYC","220L","SOCIAL PSYCHOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","207","PSYCHOLOGY ELECTIVE","197520","PSYC","801L","PSYCHOLOGY ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","209","INTRO:PHYSIO PSYC","200030","PSYC","301L","INTRO:PHYSIO PSYC","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","210","PSYC, BIO SEX DIF","197520","PSYC","206L","PSYC, BIO SEX DIF","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","211","EDUC PSYCHOLOGY","197520","PSYC","208L","EDUC PSYCHOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","221","CHILD DEVELOPMENT","197520","PSYC","317L","CHILD DEVELOPMENT","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","222","ADOL, ADULT-AGIN","197520","PSYC","321L","ADOL, ADULT-AGIN","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","235","THE EXCEPT CHILD","197520","PSYC","207L","THE EXCEPT CHILD","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","236","HUM BEH-SOC ENV","197520","SOCW","345L","HUM BEH-SOC ENV","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","802","PSYCHOLOGY ELECTIVE","197520","PSYC","801L","PSYCHOLOGY ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","901","PSYCH OF RETARDTN","197520","PSYC","209L","PSYCH OF RETARDTN","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSY","904","PSYCHOLOGY ELECTIVE","197520","PSYC","801L","PSYCHOLOGY ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSYC","101","INTRO PSYCHOLOGY","197520","PSYC","101L","INTRO PSYCHOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSYC","102","PSYCHOLOGY COURSE","199520","PSYC","902L","PSYC COURSE","AC","7"
"DUTCHESS COMMUNITY COLLEGE","PSYC","102","PSYCHOLOGY COURSE","199520","PSYC","902L","PSYC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSYC","102","PSYCHOLOGY COURSE","197520","PSYC","901L","PSYCHOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSYC","102","PSYCHOLOGY COURSE","197520","PSYC","901L","PSYCHOLOGY COURSE","AC","7"
"DUTCHESS COMMUNITY COLLEGE","PSYC","111","INTRO PSYCHOLOGY","197520","PSYC","101L","INTRO PSYCHOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSYC","134","PSY OF INTERP COM","197520","PSYC","215L","PSY OF INTERP COM","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSYC","202","SOC SERV THEO/PRA","199520","PSYC","902L","PSYC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSYC","202","SOC SERV THEO/PRA","199520","PSYC","902L","PSYC COURSE","AC","7"
"DUTCHESS COMMUNITY COLLEGE","PSYC","207","PSYCHOLOGY ELECTIVE","197520","PSYC","801L","PSYCHOLOGY ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSYC","901L","PSYCHOLOGY COURSE","197520","PSYC","901L","PSYCHOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","PSYC","904","PSYC ELECTIVE","197520","PSYC","801L","PSYCHOLOGY ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","REA","91","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","REA","100","COLLEGE READING","197520","LERN","105L","COLLEGE READING","AC",""
"DUTCHESS COMMUNITY COLLEGE","REA","103","COLLEGE READING","197520","LERN","105L","COLLEGE READING","AC",""
"DUTCHESS COMMUNITY COLLEGE","REA","105","COLLEGE READING","197520","LERN","105L","COLLEGE READING","AC",""
"DUTCHESS COMMUNITY COLLEGE","REA","271","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","REA","272","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","REA","273","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","REC","101","PHYS ED ELECTIVE","199020","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","REC","102","PHYS ED ELECTIVE","199020","PHED","805N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","100","FASHION ELECTIVE","199020","FASH","803N","FASHION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","101","MARKET MANAGEMENT","197520","BUS","340N","MARKET MANAGEMENT","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","103","FASHION ELECTIVE","199020","FASH","802N","FASHION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","104","FASHION ELECTIVE","199020","FASH","801L","FASH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","105","FASHION ELECTIVE","199020","FASH","804N","FASHION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","106","PRINC RETAILING","199640","FASH","265N","PRIN RETAILING","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","108","FASHION ELECTIVE","199020","FASH","801N","FASHION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","203","FASHION ELECTIVE","199020","FASH","801N","FASHION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","204","VISUAL MERCH","199640","FASH","285N","VISUAL MERCH","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","206","FASHION ELECTIVE","199020","FASH","803N","FASHION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","207","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","RET","211","FASH EMPLOY SEM","199640","FASH","400N","FASH EMPLOY SEM","AC",""
